,category
35989,0
93610,1
16571,0
13184,0
93052,1
3071,0
65480,1
23120,0
6622,0
56716,1
26069,0
7299,0
9464,0
30391,0
40575,0
52257,1
30654,0
79048,1
69940,1
45568,0
36664,0
34870,0
44287,0
46683,0
35278,0
6265,0
82664,1
4425,0
25337,0
85435,1
96536,1
34840,0
75721,1
87098,1
30535,0
18641,0
2997,0
77740,1
68891,1
97082,1
28143,0
17853,0
99960,1
43943,0
5448,0
55940,1
29003,0
42999,0
30024,0
14339,0
15292,0
49562,0
62043,1
88590,1
65571,1
81349,1
88771,1
71133,1
73416,1
5638,0
4358,0
21881,0
4516,0
39536,0
85271,1
78635,1
15014,0
54119,1
31489,0
42340,0
98739,1
69331,1
5424,0
25788,0
50651,1
21165,0
77830,1
92515,1
11722,0
18783,0
73591,1
8177,0
32678,0
81002,1
8069,0
65026,1
31944,0
60301,1
10444,0
74444,1
65513,1
11901,0
52032,1
56964,1
84623,1
14772,0
17498,0
62391,1
54904,1
59186,1
28323,0
37748,0
81833,1
36034,0
64756,1
61750,1
14993,0
18312,0
59712,1
13134,0
27120,0
42311,0
11378,0
16233,0
24158,0
95122,1
62629,1
35765,0
63314,1
51010,1
13895,0
37278,0
12621,0
84013,1
75594,1
1389,0
50118,1
97670,1
50294,1
6346,0
98597,1
43250,0
57828,1
79046,1
2807,0
73628,1
24236,0
79588,1
84887,1
16383,0
83946,1
15720,0
15936,0
74416,1
28125,0
42236,0
99417,1
16813,0
86946,1
88785,1
24912,0
99554,1
45998,0
84228,1
46138,0
34702,0
32878,0
71481,1
74371,1
90527,1
53879,1
87106,1
78995,1
97418,1
17630,0
95848,1
29718,0
28579,0
52502,1
39865,0
85500,1
54908,1
11591,0
26948,0
87408,1
66099,1
60562,1
34471,0
21524,0
10283,0
57920,1
38021,0
85655,1
13945,0
53978,1
55700,1
41106,0
37711,0
75951,1
87494,1
43909,0
40712,0
64543,1
19149,0
28626,0
75934,1
67307,1
47798,0
37755,0
40534,0
37745,0
70487,1
4939,0
1311,0
77327,1
8626,0
29471,0
10531,0
60713,1
47392,0
91167,1
21088,0
21142,0
37674,0
89965,1
29185,0
80495,1
74588,1
95377,1
34935,0
86772,1
67545,1
20052,0
85168,1
97018,1
54458,1
97175,1
57522,1
8598,0
16340,0
29777,0
68251,1
33156,0
76927,1
63019,1
75258,1
95888,1
31031,0
93841,1
84931,1
86554,1
44731,0
108,0
16492,0
41407,0
71500,1
47497,0
33567,0
685,0
47793,0
91298,1
22045,0
8639,0
44752,0
44365,0
23606,0
22680,0
32365,0
13355,0
31934,0
16908,0
31047,0
18712,0
74946,1
12704,0
16537,0
48909,0
51525,1
62227,1
52209,1
13650,0
85242,1
2458,0
31285,0
73607,1
64940,1
3519,0
42966,0
20763,0
71917,1
35164,0
16046,0
72755,1
53710,1
19978,0
97648,1
72496,1
6818,0
71482,1
52927,1
54129,1
12654,0
36690,0
46967,0
20781,0
85814,1
62343,1
39636,0
31608,0
94173,1
86489,1
88730,1
58329,1
29350,0
50646,1
2143,0
24340,0
14586,0
77778,1
16485,0
35470,0
79983,1
18153,0
84015,1
23340,0
24944,0
41678,0
23586,0
76074,1
32134,0
24262,0
29329,0
28326,0
14616,0
47862,0
3924,0
86664,1
30498,0
78925,1
27851,0
50518,1
4738,0
24845,0
64103,1
17734,0
29677,0
1646,0
3640,0
20724,0
64736,1
87160,1
71087,1
17085,0
45411,0
6804,0
42962,0
30726,0
31995,0
34421,0
69161,1
68989,1
43502,0
67875,1
66616,1
72618,1
95401,1
29441,0
90977,1
32499,0
34258,0
29688,0
45744,0
83999,1
76038,1
92407,1
95825,1
7693,0
40560,0
44953,0
16050,0
91611,1
74720,1
97963,1
2109,0
84947,1
1390,0
51389,1
29122,0
36147,0
67762,1
97236,1
99178,1
8409,0
20928,0
6570,0
16590,0
86311,1
84107,1
64054,1
7118,0
98861,1
17084,0
27548,0
83153,1
98383,1
60060,1
88793,1
10857,0
92232,1
98320,1
17279,0
8141,0
70819,1
40494,0
23039,0
55311,1
38338,0
63579,1
61644,1
95781,1
11795,0
4364,0
89614,1
81227,1
86400,1
63204,1
16574,0
40821,0
30358,0
38681,0
58805,1
86459,1
64469,1
39303,0
77156,1
20249,0
15082,0
36158,0
57822,1
6712,0
9658,0
60707,1
10137,0
65713,1
48822,0
25507,0
26542,0
8414,0
62221,1
56450,1
61674,1
86824,1
54481,1
21178,0
3677,0
22086,0
86392,1
64206,1
31981,0
72580,1
62077,1
97453,1
12312,0
82211,1
14608,0
91440,1
16907,0
80643,1
90303,1
72812,1
99646,1
70742,1
19849,0
67459,1
44411,0
39637,0
6072,0
3850,0
69048,1
89589,1
85118,1
63760,1
99315,1
34687,0
54098,1
36193,0
54036,1
80020,1
72359,1
70188,1
66551,1
14223,0
36363,0
10817,0
98942,1
90671,1
79810,1
41989,0
86272,1
42923,0
96820,1
84266,1
68119,1
59756,1
75786,1
91640,1
15941,0
13679,0
67031,1
30186,0
6519,0
73880,1
99931,1
87572,1
83155,1
54645,1
94761,1
87532,1
36301,0
71965,1
187,0
12538,0
96917,1
87585,1
31041,0
20779,0
4015,0
54502,1
43446,0
17036,0
70915,1
32885,0
19962,0
78798,1
10115,0
77206,1
53763,1
21513,0
49136,0
44325,0
22141,0
31857,0
88824,1
93950,1
8084,0
32972,0
4345,0
1993,0
17972,0
32472,0
64744,1
44127,0
48815,0
13903,0
8179,0
4216,0
99846,1
95532,1
59818,1
92041,1
3810,0
5454,0
10617,0
31572,0
41662,0
10462,0
23179,0
54974,1
99681,1
41135,0
82696,1
2001,0
12232,0
34982,0
64757,1
84026,1
78552,1
1458,0
36161,0
97054,1
23401,0
78926,1
16541,0
94767,1
77573,1
36134,0
64692,1
82797,1
8052,0
567,0
3913,0
82248,1
95612,1
83709,1
57976,1
61305,1
19867,0
44581,0
50945,1
72338,1
29969,0
44050,0
82718,1
20209,0
39050,0
72729,1
77298,1
12501,0
40388,0
77409,1
53289,1
28672,0
16447,0
60606,1
34991,0
71371,1
17677,0
44602,0
5163,0
87332,1
26137,0
45608,0
74766,1
32990,0
70064,1
23074,0
7847,0
49125,0
92233,1
88671,1
93514,1
17383,0
6650,0
15524,0
3662,0
28990,0
48790,0
8677,0
72127,1
49139,0
98055,1
59268,1
16742,0
11734,0
70899,1
85541,1
26807,0
92798,1
13688,0
20487,0
34285,0
5567,0
46141,0
8543,0
29712,0
77658,1
62394,1
71802,1
39858,0
73426,1
14749,0
85189,1
13883,0
13292,0
98578,1
21423,0
78415,1
37250,0
68078,1
82049,1
25408,0
45708,0
35876,0
10415,0
79659,1
85514,1
83225,1
74133,1
45680,0
25424,0
36816,0
13549,0
74187,1
89787,1
58452,1
49732,0
7643,0
38900,0
84017,1
24037,0
99286,1
76269,1
79971,1
79022,1
45656,0
93179,1
88156,1
57539,1
85617,1
21417,0
52140,1
755,0
37901,0
11989,0
22988,0
15136,0
96527,1
60879,1
5285,0
64616,1
71688,1
73317,1
80430,1
96256,1
39850,0
58173,1
38081,0
59214,1
34127,0
26664,0
51945,1
5489,0
98479,1
65538,1
65208,1
42518,0
11009,0
11506,0
69383,1
6642,0
44413,0
74057,1
37571,0
29288,0
25426,0
78141,1
22082,0
99843,1
24139,0
37340,0
74297,1
89884,1
56764,1
31732,0
26110,0
83028,1
43878,0
54389,1
87202,1
74460,1
12573,0
14561,0
44005,0
774,0
40207,0
3162,0
91291,1
41109,0
59220,1
76881,1
88564,1
64248,1
81097,1
28556,0
97611,1
7153,0
54513,1
10744,0
29109,0
53481,1
19032,0
53834,1
29036,0
6007,0
10026,0
71013,1
65033,1
93579,1
11044,0
2936,0
40765,0
48218,0
19014,0
38068,0
51008,1
79947,1
56631,1
60812,1
16941,0
30330,0
23300,0
42798,0
68011,1
78683,1
31797,0
34187,0
29501,0
3588,0
98094,1
9075,0
30334,0
43166,0
81808,1
71258,1
54976,1
25214,0
69646,1
28025,0
68757,1
73936,1
78416,1
84164,1
32745,0
38061,0
71389,1
19957,0
89110,1
63348,1
93819,1
21883,0
93458,1
5902,0
62047,1
77882,1
80678,1
46899,0
30520,0
53450,1
1090,0
3830,0
13205,0
25824,0
41854,0
96066,1
5991,0
37910,0
85825,1
58332,1
66787,1
39798,0
16505,0
62211,1
3981,0
94539,1
89701,1
71246,1
59481,1
14479,0
48979,0
44525,0
67939,1
31783,0
63242,1
14488,0
99798,1
14842,0
46333,0
72258,1
47215,0
7737,0
2730,0
8645,0
23311,0
96600,1
5866,0
92352,1
21640,0
46316,0
36248,0
47747,0
24563,0
50104,1
30050,0
48100,0
81518,1
20143,0
92245,1
7873,0
58814,1
99606,1
33686,0
78133,1
13386,0
88125,1
10738,0
45689,0
38013,0
14387,0
13194,0
22636,0
90669,1
21864,0
84300,1
73009,1
20916,0
5707,0
74053,1
83990,1
20050,0
98339,1
14086,0
94087,1
22852,0
5196,0
87633,1
41768,0
84386,1
85575,1
92681,1
14398,0
69733,1
51498,1
73505,1
87384,1
76605,1
45661,0
96293,1
4233,0
31078,0
57741,1
96292,1
33907,0
19842,0
69572,1
18104,0
14568,0
86622,1
48131,0
8411,0
9294,0
66606,1
48057,0
28608,0
1932,0
38364,0
76879,1
38692,0
67067,1
29010,0
70094,1
30037,0
44638,0
51062,1
52396,1
40485,0
82431,1
95683,1
2430,0
43160,0
10090,0
64284,1
14322,0
26750,0
25553,0
9017,0
34569,0
91049,1
53847,1
6680,0
66241,1
37807,0
63683,1
49295,0
26142,0
38242,0
80364,1
23985,0
26226,0
10326,0
73821,1
14819,0
8225,0
76246,1
64242,1
48370,0
67057,1
35241,0
95094,1
45493,0
17689,0
47525,0
40139,0
88674,1
45146,0
82429,1
9307,0
91449,1
78646,1
6077,0
38339,0
32977,0
99746,1
35201,0
9672,0
24719,0
37557,0
36162,0
5350,0
82743,1
48025,0
50195,1
38304,0
72743,1
44375,0
63031,1
84899,1
24891,0
49455,0
88610,1
79544,1
8259,0
26503,0
31473,0
60050,1
42746,0
38331,0
1402,0
54222,1
27881,0
82007,1
88013,1
19189,0
47209,0
38990,0
20616,0
67436,1
31313,0
19377,0
53678,1
74835,1
52762,1
81026,1
14981,0
116,0
66542,1
67921,1
1396,0
33030,0
16550,0
93145,1
53529,1
53076,1
25330,0
26052,0
68567,1
15499,0
32161,0
35013,0
21392,0
42795,0
44336,0
6143,0
94344,1
1157,0
18656,0
23493,0
22240,0
65416,1
13060,0
65892,1
69499,1
45257,0
3693,0
37377,0
53434,1
24398,0
23797,0
20510,0
21047,0
71110,1
53323,1
48573,0
69450,1
11602,0
68285,1
8302,0
44008,0
95762,1
45111,0
98189,1
72236,1
96961,1
65406,1
13473,0
65226,1
46616,0
10108,0
51088,1
83483,1
782,0
21553,0
13586,0
45602,0
27000,0
41986,0
75863,1
27065,0
60688,1
80092,1
10534,0
35903,0
35337,0
97445,1
97768,1
63079,1
54417,1
38953,0
33420,0
4964,0
90095,1
11226,0
59773,1
10483,0
42693,0
79038,1
26670,0
2190,0
7537,0
55708,1
75963,1
25851,0
38802,0
193,0
992,0
27909,0
32938,0
69589,1
74503,1
2252,0
87192,1
81864,1
41328,0
9396,0
68033,1
49328,0
82285,1
3779,0
17616,0
67514,1
7221,0
37828,0
66450,1
718,0
89857,1
15663,0
61993,1
15341,0
66936,1
30896,0
71178,1
19398,0
2587,0
31651,0
58997,1
77688,1
6210,0
52407,1
28647,0
93070,1
65471,1
40101,0
51361,1
3100,0
28291,0
13124,0
24137,0
73022,1
50272,1
85939,1
38689,0
50465,1
64110,1
92922,1
23292,0
90187,1
42198,0
35686,0
3017,0
64936,1
56986,1
83896,1
22816,0
87243,1
80255,1
71146,1
28432,0
39212,0
29247,0
25634,0
37194,0
32036,0
2790,0
21483,0
11800,0
88605,1
40400,0
86219,1
55210,1
12964,0
20797,0
76894,1
45097,0
9329,0
38182,0
41018,0
37515,0
95533,1
2738,0
81234,1
12742,0
90288,1
82852,1
70961,1
7678,0
70287,1
81574,1
31312,0
83193,1
46027,0
7229,0
35550,0
48071,0
94246,1
39188,0
89327,1
90285,1
8648,0
45419,0
43601,0
26492,0
18422,0
67956,1
68875,1
61492,1
67881,1
72970,1
61174,1
94110,1
98862,1
43692,0
25237,0
37352,0
21221,0
19249,0
12012,0
13236,0
28618,0
6381,0
43747,0
8608,0
88633,1
27667,0
43242,0
75522,1
46741,0
67151,1
23449,0
92210,1
52659,1
19810,0
91259,1
37650,0
14837,0
65935,1
70060,1
55082,1
83602,1
21911,0
66169,1
1438,0
10318,0
5999,0
25191,0
37260,0
57707,1
33291,0
5066,0
290,0
88110,1
56123,1
15403,0
80084,1
35328,0
12119,0
19947,0
37662,0
57676,1
91317,1
38100,0
45703,0
40950,0
58708,1
75203,1
98007,1
11953,0
87320,1
41105,0
75171,1
863,0
86916,1
69656,1
19535,0
40241,0
56822,1
62291,1
54092,1
16247,0
64448,1
15981,0
33899,0
1032,0
51454,1
10994,0
72589,1
86126,1
22286,0
62832,1
14831,0
85250,1
72120,1
35997,0
48504,0
25035,0
87324,1
54472,1
44130,0
14107,0
27160,0
96325,1
41379,0
85383,1
35363,0
5156,0
66996,1
14345,0
22002,0
31894,0
85571,1
65676,1
94143,1
44698,0
98315,1
93616,1
56791,1
25814,0
18849,0
62396,1
48486,0
44424,0
17401,0
83215,1
69709,1
15745,0
48001,0
67749,1
30475,0
68941,1
22752,0
12,0
25887,0
23741,0
52570,1
92189,1
22627,0
56375,1
84000,1
38884,0
24966,0
27655,0
24973,0
47401,0
14637,0
77985,1
69736,1
48254,0
83998,1
18267,0
41966,0
83024,1
12072,0
7192,0
5941,0
22318,0
44997,0
9380,0
16443,0
95843,1
53989,1
46024,0
39694,0
86046,1
79307,1
42149,0
52847,1
40259,0
54929,1
92009,1
39221,0
63413,1
28653,0
81162,1
18230,0
17851,0
21968,0
3972,0
97107,1
93440,1
4496,0
9580,0
29422,0
92558,1
80358,1
79136,1
42750,0
19031,0
1246,0
84939,1
52995,1
93201,1
17552,0
29917,0
18008,0
63315,1
24014,0
26772,0
31407,0
900,0
25839,0
28727,0
5375,0
30299,0
83517,1
29307,0
47738,0
42855,0
2775,0
4704,0
15938,0
84283,1
18867,0
66004,1
75518,1
82874,1
19037,0
75027,1
87689,1
47873,0
40024,0
24776,0
66496,1
85712,1
40460,0
92058,1
72167,1
4487,0
12295,0
80529,1
92969,1
49659,0
97798,1
24189,0
48669,0
66438,1
3517,0
22215,0
79493,1
10183,0
1386,0
19937,0
73543,1
31716,0
7142,0
47470,0
9212,0
15097,0
25354,0
98294,1
99753,1
28356,0
14477,0
86232,1
61277,1
36292,0
66571,1
37750,0
91171,1
81848,1
11688,0
31445,0
23769,0
28613,0
42542,0
92157,1
66602,1
29258,0
52249,1
71649,1
86819,1
31537,0
68576,1
21735,0
99320,1
55280,1
43853,0
95167,1
97345,1
48850,0
33391,0
23446,0
8124,0
40223,0
1292,0
33486,0
4908,0
57965,1
66846,1
510,0
80243,1
91274,1
7735,0
26317,0
37082,0
85083,1
53065,1
41437,0
48519,0
8875,0
17569,0
95664,1
67245,1
43061,0
39950,0
20053,0
69438,1
58289,1
85659,1
57671,1
27924,0
1990,0
41481,0
58372,1
90280,1
34420,0
89338,1
39491,0
20563,0
31672,0
26068,0
95907,1
21284,0
39435,0
66845,1
93958,1
27377,0
51959,1
70256,1
95184,1
21194,0
40002,0
97822,1
41231,0
59853,1
77150,1
22548,0
32021,0
62153,1
77963,1
46243,0
22538,0
78527,1
4556,0
58577,1
83326,1
80675,1
97661,1
17561,0
58327,1
60973,1
6595,0
27640,0
76119,1
65895,1
87865,1
69297,1
96257,1
45129,0
47641,0
51041,1
81880,1
3975,0
38462,0
14531,0
8162,0
23706,0
91847,1
95741,1
95371,1
77411,1
33002,0
26413,0
18397,0
26446,0
11698,0
52478,1
76115,1
33834,0
97649,1
54662,1
53667,1
31170,0
63682,1
94989,1
18689,0
62266,1
28049,0
18211,0
55014,1
24870,0
90052,1
74842,1
6086,0
76291,1
67811,1
18684,0
73305,1
65445,1
99241,1
83598,1
86973,1
50307,1
99461,1
48865,0
97030,1
21602,0
16262,0
6990,0
70971,1
1047,0
25865,0
7496,0
43267,0
79612,1
79178,1
41939,0
86270,1
42062,0
5153,0
83707,1
16062,0
94952,1
6486,0
47273,0
12335,0
6649,0
37563,0
61151,1
96451,1
26841,0
76906,1
82002,1
60631,1
63026,1
20518,0
3248,0
67646,1
29167,0
70311,1
79595,1
2516,0
24030,0
78662,1
23355,0
30112,0
46902,0
15430,0
62691,1
45052,0
17979,0
31573,0
52642,1
70451,1
62484,1
44154,0
72124,1
80642,1
56767,1
26922,0
48067,0
97072,1
53024,1
86196,1
42207,0
32230,0
17540,0
28859,0
96783,1
12528,0
79442,1
54434,1
6098,0
46184,0
87562,1
52641,1
76047,1
89083,1
62539,1
69206,1
60970,1
14197,0
64499,1
50740,1
19374,0
9874,0
33428,0
17480,0
44728,0
78468,1
74217,1
49650,0
99557,1
11983,0
68943,1
24745,0
16787,0
77102,1
20124,0
29707,0
40753,0
61749,1
77100,1
74927,1
23683,0
8681,0
52729,1
39062,0
21563,0
65196,1
18637,0
12686,0
63585,1
41070,0
16403,0
82642,1
92050,1
13081,0
43252,0
44571,0
72310,1
945,0
91792,1
81730,1
98039,1
73509,1
21865,0
84920,1
45857,0
59025,1
67584,1
802,0
6012,0
48989,0
16563,0
41260,0
78179,1
89335,1
7471,0
87997,1
40795,0
28988,0
19183,0
62145,1
28938,0
70861,1
81546,1
63855,1
70614,1
5321,0
40798,0
52182,1
10274,0
68072,1
40451,0
43989,0
57165,1
7458,0
18435,0
57793,1
57312,1
26901,0
78828,1
36214,0
97930,1
84790,1
33274,0
15269,0
35843,0
71619,1
33663,0
88768,1
18025,0
60832,1
6331,0
51165,1
21145,0
19418,0
27126,0
21479,0
15695,0
87270,1
43880,0
80363,1
71673,1
59247,1
95824,1
65749,1
33371,0
29137,0
57952,1
48961,0
2823,0
86253,1
26522,0
19854,0
59087,1
35208,0
12928,0
68571,1
396,0
68094,1
29627,0
71803,1
47496,0
69628,1
3998,0
53201,1
60163,1
81309,1
7523,0
15170,0
91460,1
93494,1
27410,0
58952,1
88683,1
83979,1
34755,0
25324,0
31061,0
90519,1
98908,1
70327,1
6455,0
4012,0
83943,1
89403,1
32759,0
1351,0
51852,1
40283,0
3476,0
90939,1
43241,0
10562,0
28952,0
94957,1
16923,0
98065,1
49179,0
82350,1
80745,1
36210,0
38806,0
69922,1
75894,1
56864,1
69873,1
74174,1
22652,0
24985,0
64687,1
58959,1
98104,1
62242,1
44865,0
61128,1
76887,1
12352,0
12853,0
20990,0
35415,0
23513,0
10251,0
18970,0
64121,1
90371,1
84012,1
1219,0
32069,0
88035,1
21458,0
95538,1
25918,0
78074,1
74718,1
99176,1
56483,1
80535,1
62285,1
9119,0
11605,0
25802,0
3529,0
24890,0
43660,0
5405,0
33188,0
71963,1
15522,0
13979,0
32959,0
37085,0
42548,0
68379,1
97630,1
55020,1
43008,0
48672,0
89635,1
95705,1
54573,1
40615,0
27801,0
28891,0
2242,0
64520,1
68974,1
93343,1
68132,1
47492,0
20015,0
39431,0
24762,0
80033,1
59363,1
9431,0
94017,1
72500,1
74259,1
41232,0
72492,1
54837,1
15042,0
33090,0
80049,1
48590,0
86988,1
12472,0
7353,0
36732,0
22865,0
33529,0
41113,0
11845,0
11497,0
9832,0
66550,1
44306,0
28704,0
6665,0
73187,1
51465,1
85035,1
96909,1
27164,0
44211,0
23363,0
27367,0
35702,0
37109,0
16166,0
44036,0
9708,0
44848,0
50685,1
37490,0
75034,1
57977,1
90947,1
2600,0
46291,0
5068,0
61687,1
89425,1
77570,1
13201,0
37411,0
39334,0
19812,0
25308,0
25654,0
38718,0
90093,1
50955,1
12021,0
84465,1
92684,1
4608,0
27476,0
15119,0
13257,0
86042,1
39108,0
62685,1
51736,1
66986,1
16824,0
49830,0
5058,0
38030,0
15682,0
75712,1
77,0
86180,1
7985,0
62223,1
50270,1
33728,0
13942,0
74897,1
80455,1
58761,1
99891,1
44027,0
730,0
75611,1
5602,0
36867,0
41988,0
17686,0
49745,0
89532,1
42747,0
36856,0
62112,1
75982,1
76862,1
67883,1
59372,1
36919,0
42445,0
56581,1
63057,1
60660,1
1540,0
86784,1
41746,0
44609,0
13072,0
24424,0
97194,1
34386,0
59458,1
72810,1
94895,1
51328,1
7579,0
4928,0
93885,1
55769,1
81568,1
53410,1
29154,0
93806,1
82221,1
36457,0
62537,1
67083,1
56232,1
82912,1
81247,1
83658,1
54441,1
65236,1
38254,0
96269,1
52461,1
906,0
7241,0
19537,0
24257,0
156,0
78112,1
18122,0
77835,1
94903,1
73717,1
84176,1
43835,0
47040,0
27911,0
2655,0
27871,0
37666,0
60276,1
79381,1
29774,0
68477,1
72049,1
10176,0
12220,0
88058,1
34,0
15958,0
35139,0
17464,0
86634,1
29324,0
54870,1
15888,0
14513,0
65323,1
80333,1
56420,1
66867,1
2332,0
27287,0
5975,0
31913,0
63740,1
87340,1
58287,1
56996,1
74188,1
70355,1
48306,0
26315,0
6781,0
68047,1
45303,0
81810,1
39504,0
9102,0
91415,1
33649,0
82602,1
87838,1
22745,0
55371,1
24710,0
4567,0
29912,0
22715,0
55426,1
93046,1
87496,1
48391,0
85964,1
34769,0
24314,0
39840,0
86559,1
96857,1
11320,0
28173,0
68388,1
7907,0
78957,1
18984,0
77491,1
76672,1
8451,0
23221,0
21999,0
25389,0
7942,0
52056,1
93380,1
5806,0
50976,1
82612,1
642,0
84941,1
25635,0
42437,0
4763,0
57520,1
50984,1
82276,1
92408,1
47192,0
77601,1
61977,1
12449,0
46171,0
833,0
24800,0
49974,0
72386,1
49374,0
49355,0
23629,0
32529,0
37275,0
48747,0
77405,1
36059,0
54387,1
32196,0
61966,1
79095,1
19858,0
46749,0
32264,0
1321,0
1013,0
71494,1
87451,1
90202,1
36175,0
41374,0
20164,0
50784,1
68067,1
34278,0
38873,0
71598,1
3915,0
61524,1
57753,1
72088,1
90611,1
79376,1
66903,1
63826,1
15152,0
11773,0
96205,1
60468,1
86159,1
21032,0
97044,1
69036,1
72531,1
41642,0
6270,0
15822,0
44219,0
71687,1
1398,0
18143,0
45544,0
98522,1
77544,1
26494,0
69428,1
45239,0
29845,0
67887,1
29072,0
67287,1
73542,1
86615,1
39969,0
40727,0
34817,0
47406,0
30612,0
10392,0
36523,0
93412,1
89596,1
16850,0
5366,0
49254,0
3675,0
85433,1
34508,0
2219,0
6125,0
86008,1
71289,1
84270,1
4,0
66135,1
93641,1
57404,1
90746,1
54035,1
44469,0
21002,0
6859,0
79144,1
56111,1
40585,0
28957,0
17776,0
35426,0
82367,1
75078,1
14198,0
75263,1
14332,0
35722,0
52932,1
85249,1
47936,0
79560,1
77429,1
90631,1
85981,1
28043,0
53620,1
98105,1
92096,1
54594,1
25631,0
75642,1
73643,1
18226,0
95095,1
59620,1
2532,0
77435,1
11460,0
13782,0
84034,1
66023,1
37831,0
47136,0
74567,1
60761,1
87989,1
59290,1
93513,1
13435,0
60579,1
49401,0
49692,0
23597,0
5740,0
56775,1
41074,0
26372,0
74437,1
59840,1
89549,1
71343,1
5992,0
82996,1
34856,0
68321,1
10608,0
56234,1
58972,1
41430,0
68171,1
58696,1
94359,1
24783,0
97833,1
33971,0
67155,1
99165,1
10770,0
88451,1
7730,0
64123,1
66632,1
53325,1
30718,0
86303,1
82085,1
31337,0
60762,1
60998,1
503,0
37488,0
10125,0
25294,0
61634,1
38834,0
76034,1
52993,1
38255,0
31352,0
31374,0
94704,1
8249,0
97185,1
20396,0
91148,1
81107,1
58073,1
47841,0
20784,0
71668,1
85873,1
1239,0
5943,0
24092,0
76767,1
64931,1
3919,0
93552,1
33407,0
97085,1
36325,0
24086,0
46730,0
70260,1
75747,1
18238,0
89623,1
12445,0
65745,1
68378,1
48060,0
42972,0
69535,1
93039,1
59810,1
79848,1
3105,0
85411,1
54769,1
18168,0
38275,0
58194,1
44976,0
58170,1
24794,0
3559,0
66809,1
2523,0
24081,0
87250,1
91678,1
48086,0
98967,1
43837,0
6206,0
82935,1
1258,0
98119,1
58296,1
91122,1
5378,0
4588,0
7615,0
50542,1
65662,1
74952,1
53706,1
87619,1
24001,0
28965,0
12304,0
24729,0
49769,0
30837,0
16310,0
94774,1
36024,0
161,0
17556,0
28458,0
15286,0
70811,1
17554,0
17768,0
18297,0
10014,0
94303,1
94613,1
61142,1
34100,0
41064,0
18340,0
59925,1
63639,1
60984,1
80058,1
8582,0
80045,1
37633,0
84057,1
93007,1
99008,1
16773,0
99380,1
78019,1
22403,0
77395,1
68803,1
52558,1
84919,1
67309,1
84864,1
34136,0
1724,0
60117,1
9409,0
2215,0
38916,0
1383,0
42083,0
45765,0
83589,1
1907,0
45984,0
71216,1
19952,0
47914,0
50515,1
38473,0
93755,1
88060,1
15043,0
15416,0
35167,0
85890,1
66887,1
53464,1
86760,1
25188,0
99450,1
7915,0
38072,0
69460,1
13229,0
47280,0
21366,0
32442,0
43453,0
40577,0
77158,1
44346,0
70654,1
17976,0
96619,1
29170,0
25849,0
28509,0
89977,1
87726,1
69565,1
56603,1
51054,1
76440,1
74882,1
30303,0
79960,1
27112,0
60233,1
52690,1
23601,0
99988,1
24986,0
73078,1
38624,0
33297,0
15594,0
15121,0
26238,0
62889,1
52702,1
99908,1
245,0
91745,1
10490,0
64255,1
53732,1
14452,0
72863,1
17903,0
94479,1
96819,1
55991,1
96406,1
9861,0
27445,0
27399,0
27311,0
14409,0
41551,0
43627,0
26545,0
10780,0
10059,0
21863,0
76870,1
34968,0
76388,1
26508,0
9755,0
43430,0
79334,1
75172,1
39251,0
92176,1
43521,0
67306,1
25278,0
45561,0
39550,0
36309,0
4078,0
75021,1
90615,1
65614,1
69014,1
9812,0
33639,0
71984,1
41168,0
97513,1
14104,0
34460,0
3853,0
99666,1
44585,0
72330,1
30715,0
88767,1
39405,0
13811,0
177,0
40174,0
72073,1
68796,1
94398,1
52610,1
59323,1
36312,0
64406,1
45937,0
10942,0
4185,0
31555,0
96365,1
55397,1
25695,0
82867,1
71728,1
21739,0
63177,1
42825,0
12881,0
46244,0
16804,0
52230,1
86804,1
7226,0
71813,1
72483,1
35348,0
34518,0
12919,0
64004,1
66959,1
49870,0
11564,0
30459,0
21891,0
28987,0
73456,1
19198,0
78126,1
40411,0
45214,0
76950,1
63937,1
13410,0
76866,1
8078,0
2648,0
13804,0
84936,1
99507,1
40850,0
44461,0
77509,1
23818,0
9902,0
98890,1
48848,0
87899,1
90783,1
85904,1
53300,1
15680,0
77201,1
93796,1
47644,0
27355,0
17593,0
9521,0
70470,1
39067,0
630,0
74645,1
19658,0
86027,1
57369,1
76671,1
92834,1
76976,1
86753,1
21503,0
21240,0
39105,0
39654,0
15850,0
25160,0
36949,0
39153,0
98872,1
19072,0
17998,0
26390,0
53147,1
15409,0
57096,1
2101,0
47571,0
655,0
39801,0
83781,1
49943,0
27598,0
6137,0
19611,0
60083,1
45850,0
60094,1
23660,0
74474,1
83429,1
8627,0
71202,1
13528,0
43960,0
43187,0
1684,0
95394,1
83218,1
51919,1
196,0
28925,0
24393,0
84365,1
6532,0
27528,0
41312,0
16477,0
55319,1
59827,1
25698,0
48566,0
26607,0
61688,1
35989,0
16571,0
93052,1
3071,0
23120,0
6622,0
56716,1
7299,0
9464,0
30391,0
94132,1
79048,1
69940,1
45568,0
36664,0
44287,0
82664,1
25337,0
85435,1
72584,1
87098,1
77740,1
68891,1
45191,0
97082,1
85120,1
28143,0
99960,1
43943,0
29003,0
78682,1
42999,0
30024,0
15292,0
44883,0
69647,1
67848,1
49562,0
88590,1
88771,1
71133,1
5638,0
4358,0
21881,0
39536,0
85271,1
78635,1
15014,0
31489,0
42340,0
97025,1
46601,0
64383,1
69331,1
92995,1
